Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
During the last hundred years the temperature is increased about 0.1°C because of carbon dioxide. The human contribution was about 0.01°C.,Climate Feedback,https://climatefeedback.org/claimreview/non-peer-reviewed-manuscript-falsely-claims-natural-cloud-changes-can-explain-global-warming/,Incorrect,2019-07-12 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdudU45Yg-CX_Scr9R79anQoWujei9I9t2T5bFyFDWL43UeKMh,"['Диоксид углерода', 'Человек', 'Углерод', 'Температура']"
"""Climate change is nothing but a bunch of computer models that attempt to tell us what's going to happen in 50 years or 30. Notice the predictions are never for next year or the next 10 years. They're always for way, way, way, way out there, when none of us are going to be around or alive to know whether or not they were true.""",PolitiFact,https://www.politifact.com/factchecks/2019/feb/19/rush-limbaugh/scientists-response-rush-limbaughs-climate-denial-/,False,2019-02-19 08:00:00,,"['Изменение климата', 'Климат', 'Компьютер', 'Предвидение']"
“It’s a good thing that we are putting some more carbon dioxide in the atmosphere. The scientific method has not been applied in such a way as to prove that carbon dioxide is causing the Earth to warm.”,Climate Feedback,https://climatefeedback.org/claimreview/scientific-studies-established-clear-links-between-human-caused-increased-in-atmospheric-co2-and-global-warming-patrick-moore/,Incorrect,2020-12-18 08:00:00,,"['Диоксид углерода', 'Атмосфера', 'Наука', 'Земля', 'Научный метод', 'Атмосфера Земли', 'Ампер']"
"So that means that probably about half, maybe half of that nine-tenths of the degree [of total warming] might be caused by greenhouse gases",Climate Feedback,https://climatefeedback.org/claimreview/on-fox-news-patrick-michaels-falsely-claims-humans-are-only-responsible-for-half-of-global-warming/,Incorrect,2019-07-09 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZmJ6ReiV2Vl6K9c43R91V96SNAnqwrEd6R6D_zynAFcdqbxRZ,"['Изменение климата', 'Парниковые газы', 'Теплица', 'Газ']"
"the IPCC is wrong − the sun, not CO2, drove modern global warming",Climate Feedback,https://climatefeedback.org/claimreview/electroverse-article-incorrectly-claims-the-sun-is-behind-climate-change/,Incorrect,2020-03-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQrhhN44o-KJIrBjSN6hAXL136M00U-Jh6IYILumuqgeT4x9rx,"['Изменение климата', 'Солнце', 'Межправительственная группа экспертов по изменению климата', 'Диоксид углерода']"
"Science said in the: 70s, another ice age in 10 years; 80s, acid rain will destroy all crops in 10 years; 90s: the ozone layer will be destroyed in 10 years; 2000’s the ice caps will be gone on 10 years",Climate Feedback,https://climatefeedback.org/claimreview/scientists-didnt-announce-impending-environmental-catastrophes-every-decade-since-the-1970s/,Inaccurate,2021-03-03 08:00:00,,"['Наука', '1970-е годы', 'Год', '1990-е годы', '1980-е годы', 'Кислоты', '2000-е годы']"
"""...the earth moves closer to the sun every year – you know the rotation of the earth. We’re moving closer to the sun.""",PolitiFact,https://www.politifact.com/factchecks/2017/mar/31/scott-wagner/pa-gopers-climate-change-theory-debunked-nope-not-/,False,2017-03-31 07:00:00,,"['Земля', 'Суточное вращение Земли', 'Вращение']"
"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts we've been making",Health Feedback,https://healthfeedback.org/claimreview/global-warming-and-the-covid-19-pandemic-are-unrelated-issues-one-will-not-protect-us-from-the-other-life-site-news/,Flawed_Reasoning,2020-03-25 07:00:00,,"['COVID-19', 'Изменение климата', 'Климат']"
"Wrote that climate scientists have predicted “global temperatures would increase more than one degree Celsius by 2020,"" but observed temperatures have been only “half as high.”",FactCheck.org,https://www.factcheck.org/2018/03/smiths-error-filled-climate-op-ed/,False,2018-03-23 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTFIY1k5XRmScdrjQZbnWCVqWVJBfZFTdf7roy3Ww5rGwQvdaFa,"['Климат', 'Op-ed', 'Температура', 'глобальный температурный рекорд', 'Учёный', 'Градус Цельсия', 'Fox News', 'Предвидение']"
"""Even if the Paris Agreement were implemented in full, with total compliance from all nations, it is estimated it would only produce a two-tenths of one degree ... Celsius reduction in global temperature by the year 2100.""",FactCheck.org,https://www.factcheck.org/2017/06/will-paris-tiny-effect-warming/,Not the Whole Story,2017-06-14 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTsgVdE48LlvphKmOuUP1bhyrb56ECJ4GZdxth5VIpXgZtNRcO1,"['Парижское соглашение', 'Температура', 'глобальный температурный рекорд', 'Градус Цельсия', '2100']"
Sky News host Rowan Dean claims that a graph shows temperatures haven't risen in more than two decades.,Australian Associated Press,https://www.aap.com.au/factcheck/has-there-really-been-no-warming-of-the-planet-in-22-years/,False – The checkable claim is false.,2021-01-29 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTq-lE6JTsf1BvA8bvfA0Eg8sMJ-apAnwc_jj6smZTG8IfGhz0c,"['Температура', 'Роуэн Дин', 'Sky News Australia']"
"Claims Mike Pence, the Republican vice presidential nominee, “says ‘climate change is a myth.'""",FactCheck.org,https://www.factcheck.org/2016/11/pences-stance-on-climate-change/,Outdated Evidence,2016-11-03 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRkmhsF9FLrlvGDWxbzQITb9nR8mllJRC-qgMqm5TiJTkhNqH8G,"['Майк Пенс', 'Изменение климата', 'Климат', 'Вице-президент США', 'Республиканская партия', 'Кандидат', 'Дабек', 'Айова']"
There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase.,Climate Feedback,https://climatefeedback.org/claimreview/rush-limbaugh-falsely-claims-there-is-no-evidence-of-human-caused-global-warming/,Inaccurate,2018-04-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTn8vxLZTZwfc0JIdZdnoxmZlvYXvtUg2vVoUuHkgZO6e0rJHhu,"['Парниковые газы', 'улика', 'Эмпирика', 'Температура', 'Газ', 'Теплица']"
"Global warming leads to much quicker spread of the Zika virus because the increased temperature, ""makes mosquitoes mature faster, . . . bite more due to having a higher metabolism, and makes the Zika virus inside of them incubate faster.""",PolitiFact,https://www.politifact.com/factchecks/2016/oct/28/al-gore/al-gore-claims-global-warming-will-lead-faster-spr/,Half True,2016-10-28 07:00:00,,"['Лихорадка Зика', 'Вирус', 'Комары', 'Температура', 'Обмен веществ', 'Инкубационный период']"
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",PolitiFact,https://www.politifact.com/factchecks/2016/jun/03/hillary-clinton/yes-donald-trump-did-call-climate-change-chinese-h/,Mostly True,2016-06-03 07:00:00,,"['Дональд Трамп', 'Изменение климата', 'Мистификация', 'Климат', 'Китай']"
"the Intergovernmental Panel on Climate Change is misleading humanity about climate change and sea levels, and that in fact a new solar-driven cooling period is not far off",Climate Feedback,https://climatefeedback.org/claimreview/sky-news-australia-interview-falsely-claims-that-global-cooling-is-coming-soon/,Incorrect,2019-07-18 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTjIGaKVEujtoei3JLVk3pMnZsJUmZuB6aI6dbxwHDCnp4XkUeG,"['Изменение климата', 'Климат', 'Межправительственная группа экспертов по изменению климата', 'Современное повышение уровня моря', 'Человек', 'Факт']"
"Donald Trump has called global warming a ""hoax"" on multiple occasions.",Snopes.com,https://www.snopes.com/fact-check/donald-trump-global-warming-hoax/,True,2016-09-27 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRLOSWrd2OGojF_QTB9gMC9n4GUy9HosofGId-ae1zeHl-RtEXn,"['Дональд Трамп', 'Мистификация', 'Изменение климата']"
"Global warming will result in ""more evaporation"" and more rain in ""more places,"" and that's ""surely gotta shrink the deserts and expand the green growth.""",FactCheck.org,https://www.factcheck.org/2019/05/steve-kings-climate-change-rainfall-claims/,We Explain the Science,2019-05-10 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT3fg8v77Opn6nplMEguKYD712v2fEBNZIhMwcKA9JiktcBRznu,"['Дождь', 'Глобальное потепление', 'Испарение', 'Айова', 'Пустыня']"
"30,000 scientists have signed a petition arguing that there is no convincing scientific evidence for anthropogenic climate change.",Snopes,https://www.snopes.com/fact-check/30000-scientists-reject-climate-change/,Mostly False,2016-10-24 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSD9068Bk1hUuqzFVeq6uQdtHdr7-eTPGq6IBp7tpKR8u3K2XXc,"['Изменение климата', 'Учёный', 'Климат', 'Наука', 'улика', 'Петиция', 'Аргумент', 'Метод подтверждения в науке']"
Suggests global warming isn’t necessarily “a bad thing” because “humans have most flourished during times of … warming.”,FactCheck.org,https://www.factcheck.org/2018/02/will-global-warming-benefit-civilization/,Distorts the Facts,2018-02-12 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRfY-owejCei7ArtiC0Zwln05puO8YJUARBMwvxQonpWIbfaDtu,"['Изменение климата', 'Человек']"
"""Most likely the primary control knob (for the earth’s temperature) is the ocean waters and this environment that we live in.""",PolitiFact,https://www.politifact.com/factchecks/2017/jun/22/rick-perry/rick-perry-wrongly-downplays-human-role-climate-ch/,False,2017-06-22 07:00:00,,"['Земля', 'Окружающая среда', 'Температура', 'Океан']"
"Viral posts claim that climate change is a ""made-up catastrophe.""",FactCheck.org,https://www.factcheck.org/2019/05/no-climate-change-isnt-made-up/,False,2019-05-08 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQz1b16IMSRZ9LpE0uBQr83QzFXO46rpJr1GFUadmIIUkwi80XX,"['Изменение климата', 'Климат']"
"There is no factual data to back up global warming; real scientists don’t know whether CO2, solar sunspots or natural activity cause global warming",Climate Feedback,https://climatefeedback.org/claimreview/in-viral-turning-point-usa-video-candace-owens-and-charlie-kirk-falsely-claim-there-is-no-evidence-of-global-warming-and-scientists-dont-know-the-cause/,Inaccurate,2021-04-16 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ6mk40jhzh5J7setZTD8mDtdllCHhT4_EzJS8--bCvDjlYCM4A,"['Изменение климата', 'Учёный', 'Солнечные пятна', 'Факт', 'Диоксид углерода', 'Знание', 'Данные']"
The idea that 'climate change' is new or is caused by Humans is nonsense.,Climate Feedback,https://climatefeedback.org/claimreview/facebook-meme-incorrectly-claims-past-climate-variations-contradict-human-influence-on-current-climate/,Incorrect,2020-01-13 08:00:00,,"['Изменение климата', 'Климат', 'Человек', 'Идея']"
"[NASA] has been adjusting temperatures from the past[...] downward, while adjusting current-day temperatures upward, and those changes are responsible for most of the claimed global warming during that time.",Climate Feedback,https://climatefeedback.org/claimreview/nasa-did-not-create-global-warming-by-manipulating-data-tony-heller-steven-goddard/,Inaccurate,2019-07-01 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTXfAB1wTkZJfrUs9gDNF2nwNbyY0wBTabEjimi8ubC7h5HiCjH,"['Глобальное потепление', 'НАСА', 'Температура', 'Время']"
Of course the climate is changing. It always has. It always will.,Climate Feedback,https://climatefeedback.org/claimreview/current-climate-warming-is-rapid-and-occurring-on-a-global-scale-unlike-past-periods-of-regional-climate-fluctuations/,Misleading,2020-02-21 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTwBcpd_60rxJLvMH9XtIPJq9G0ZA9SvPXm0JxoXj18PT_MU0Y5,['Изменение климата']
Climate change is not real because there is snow in my yard.,The New York Times,https://www.nytimes.com/2016/04/03/science/even-in-a-warming-world-it-will-still-snow-somewhere.html,This confuses climate for weather.,2016-04-02 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQNvmKeOFK7UYEyPydGXIcfenEYbBnMqIhZpTpRLJx0RoFtAyG7,"['Изменение климата', 'Снег', 'Климат']"
"Forest fires are caused by poor management, not by climate change",AFP Fact Check,https://factcheck.afp.com/climate-change-key-factor-behind-california-wildfires,False,2020-09-18 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTe1leK2FAIzYbjU_MDPMM49_djS3JZ9ySMzyOs_OZ7_KxFpogX,"['Лесной пожар', 'Изменение климата', 'Климат', 'Огонь', 'Лес', 'Менеджмент']"
"""How to Survive The Coming Ice Age"" was a Time magazine cover story in 1977.",PolitiFact,https://www.politifact.com/factchecks/2019/may/23/viral-image/no-time-magazine-cover-didnt-tell-readers-how-surv/,False,2019-05-23 07:00:00,,"['Ледниковый период', 'Time', 'Журнал', 'Лёд']"
Time magazine covers from 2006 and 2017 highlighted articles warning about global warming and a pandemic.,Snopes,https://www.snopes.com/fact-check/time-magazine-cover-warnings/,True,2020-04-09 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSCxAIJprrrMZT3tN5f-KYTitGZYZKYSDJIpeG_v5-Bn5k7RM4I,"['Глобальное потепление', 'Time', 'Изменение климата', 'Пандемия', 'Журнал']"
A total of 58 peer-reviewed papers published in the first half of 2017 conclude that global warming is a myth.,Snopes,https://www.snopes.com/fact-check/scientific-papers-global-warming-myth/,False,2017-06-08 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcStJGX2ZoQORXZTioHgWXeZcTfEMw7UvCgAt2Yc1TzSxwFvkg2b,"['Глобальное потепление', 'научная статья', 'Рецензирование']"
"Based on the increase of solar activity during the twentieth century, it should account for between half to two-thirds of all climate change",Climate Feedback,https://climatefeedback.org/claimreview/claim-that-cosmic-rays-are-a-crucial-player-for-current-climate-change-is-unsupported-nir-shaviv-electroverse-global-warming-policy-foundation/,Incorrect,2019-08-13 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQrhhN44o-KJIrBjSN6hAXL136M00U-Jh6IYILumuqgeT4x9rx,"['Изменение климата', 'Климат', 'Солнечная цикличность']"
"Climate change is not happening, there is no significant man-made global warming now, there hasn't been any in the past, and there's no reason to expect any in the future.",Climate Feedback,https://climatefeedback.org/claimreview/there-are-clear-evidence-for-climate-change-contrary-to-claims-by-john-coleman/,Incorrect,2019-04-30 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJHMS2iNFaHDmcxaA293KXgiJJGsg0IIIoZv5uoJAb6U7SJ9pk,"['Изменение климата', 'Климат', 'Будущее']"
"Using complex statistical models, [NOAA] change[s] the data to reflect not reality, but their underlying theories of global warming.",Climate Feedback,https://climatefeedback.org/claimreview/noaa-does-not-fraudulently-adjust-data-to-create-the-illusion-of-a-global-warming-trend-investors/,Inaccurate,2020-02-19 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSxu2Fss9nd-DaZST3Q-K4rsrB8gbYyzbLGJg9CKdmDfsE-U9mI,"['Национальное управление океанических и атмосферных исследований США', 'Изменение климата', 'Данные', 'Статистическая модель', 'Теория', 'Статистика', 'Реальность']"
"[Photo] A little science lesson for the #idiots at the global warming conference. Ice berg melts, ocean level remains the same.",Climate Feedback,https://climatefeedback.org/claimreview/ice-cube-meme-misrepresents-physics-of-sea-level-rise-to-claim-melting-ice-has-no-effect/,Incorrect,2019-12-17 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6Lm1LKE3eilv8Y0p0Jb_tjtvjgzp07A-0TcCWxK-RvNmxQTyy,"['Лёд', 'Плавление', 'Глобальное потепление', 'Наука', 'Айсберг', 'Океан', 'Ампер', 'Конференция ООН об изменении климата']"
Boris Johnson has said that climate change is a primitive fear without foundation.,Full Fact,https://fullfact.org/environment/Johnson-climate-change/,"Mr Johnson did not say that climate change in general is a primitive fear without foundation, but has expressed views sceptical of the scale of the human impact on the climate.",2020-02-06 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT7KM5QqYpPGfacpp_NsED09nk4yEOwlcy0CT4Cl_keZIQn68TJ,"['Изменение климата', 'Борис Джонсон', 'Климат']"
I would not agree that [carbon dioxide is] a primary contributor to the global warming that we see.,Climate Feedback,https://climatefeedback.org/claimreview/science-shows-humans-primarily-responsible-climate-change-counter-epa-administrator-scott-pruitts-claim/,Incorrect,2017-03-10 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTMR0BmVvZbRW8ly4sbjYytdlIpJOj_BpXTunwLhf2DdNfhEK1r,"['Изменение климата', 'Диоксид углерода']"
"[T]he raw data, the actual thermometer data[...] shows that the US has been cooling for 80 to 90 years. But the graphs they release to the public show warming trend, and it's all because they've altered the data.",Climate Feedback,https://climatefeedback.org/claimreview/hosted-by-former-australian-senator-tony-heller-repeats-false-claim-that-scientists-fake-the-warming-trend/,Inaccurate,2019-08-05 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSHAMkSotIpk931gAmJAvp5wWxWL__0pSjyrUVeUTijxVzbfjqd,"['Изменение климата', 'Данные', 'сырые данные', 'Термометр', 'Соединенные Штаты Америки']"
the U.S. is shattering high temperature records far more frequently than it is shattering low temperature records,Climate Feedback,https://climatefeedback.org/claimreview/heat-waves-u-s-already-become-frequent-intense-due-global-warming/,Accurate,2016-07-24 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRe6_FbOm490khTOJZiwZT1jbfilct7Og0SfawNNGsMngC56OKp,['Температура']
When the exact same group of 'experts' who claimed it was global cooling in 1977 now claim it's global warming you can easily see why I am skeptical,Climate Feedback,https://climatefeedback.org/claimreview/1977-coming-ice-age-time-magazine-cover-is-a-fake/,Inaccurate,2019-12-16 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRjIsTgWnqXuCXzzKseqn58I6YbUxIVF4o8W3nW-h_tHHEjVOaD,"['Изменение климата', 'Глобальное похолодание']"
"The scientific consensus on whether global warming is human caused is not 97 percent, it’s less than 1 percent. There is no way to measure the human impact on climate change.",Climate Feedback,https://climatefeedback.org/claimreview/climate-scientists-agree-that-human-caused-greenhouse-gas-emissions-are-primarily-responsible-for-climate-change-contrary-to-claims-in-clear-energy-alliance-video/,Incorrect,2020-06-25 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSLdkrvl5P7K9D328sfCbv4UK7jbiClwiy-slEfWpZf9SSnmAtQ,"['Изменение климата', 'Климат', 'Научный консенсус', 'Наука', 'Человек', 'Измерение']"
Most of the recent warming could be natural,Climate Feedback,https://climatefeedback.org/claimreview/incorrect-claim-global-warming-mostly-natural-based-on-study-that-cant-support-conclusion-jennifer-marohasy-john-abbot/,Incorrect,2017-09-07 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTaoOO5stL_yA2v25Xk_b3B2gq-YbhSZ48dVKy11HBlWE4WhJrn,['Изменение климата']
"[O]ne of the previously fastest shrinking glaciers in the world is growing again, calling into question the narrative that rapid climate change [...] poses a significant threat to the existence of the human race",Climate Feedback,https://climatefeedback.org/claimreview/blaze-article-badly-misrepresents-study-of-greenlands-jakobshavn-glacier/,Flawed_Reasoning,2019-03-29 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTcZEMwohFPo9hHqf7Fiv0ZagEUZYi2N5ZO7gXMP-Sn_Z-UR7fI,"['Ледник', 'Изменение климата', 'Климат', 'резкое изменение климата', 'Человек', 'Нарратив', 'Вопрос']"
Cow farts are a major source of greenhouse gas emissions.,Snopes,https://www.snopes.com/fact-check/cow-farts-global-warming/,Mixture,2021-04-27 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT2oLMsJ3671o70xiZjcDQ_hpeZLfCCYu7vjw3RLMJa19aEz1qh,"['Флатус', 'Крупный рогатый скот']"
"Solar forcings are not too small to explain twentieth century warming. In fact, their effect could be equal to or greater than the effect of CO2 in the atmosphere.",Climate Feedback,https://climatefeedback.org/claimreview/the-sun-cannot-explain-recent-global-warming-contrary-to-what-heartland-institute-report-claims/,Incorrect,2017-05-03 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQsYe4oypqy-dZyKBUazvnLruilPL6sfNeMaePWJTXeEQJyXITr,"['Изменение климата', 'Атмосфера', 'Диоксид углерода', 'Факт']"
